0   , , , 70     
1   , , , 70     
2   , , , 70     
3   , , , 70     
4   , , , 70     
5   , , , 70     
6   , , , 70     
7   , , , 70     
8   , , , 70     
9   , , , 70     
10  , , , 70     
11  , , , 70     
12  , , , 70     
13  , , , 70     
14  , , , 70     
15  , , , 70     
16  , , , 70     
17  , , , 70     
18  , , , 70     
19  , , , 70     
20  , , , 70     
21  , , , 70     
22  , , , 70     
23  , , , 70     
24  , , , 70     
25  , , , 70     
26  , , , 70     
27  , , , 70     
28  , , , 70     
29  , , , 70     
30  , , , 70     
31  , , , 70     
32  , , , 70     
33  , , , 70     
34  , , , 70     
35  , , , 70     
36  , , , 70     
37  , , , 70     
38  , , , 71     
39  , , , 71     
40  , , , 71     
41  , , , 70     
42  , , , 70     
43  , , , 71     
44  , , , 70     
45  , , , 70     
46  , , , 70     
47  , , , 71     
48  , , , 71     
49  , , , 71     
50  , , , 71     
51  , , , 71     
52  , , , 71     
53  , , , 71     
54  , , , 71     
55  , , , 71     
56  , , , 71     
57  , , , 71     
58  , , , 71     
59  , , , 71     
60  , , , 71     
61  , , , 71     
62  , , , 71     
63  , , , 71     
64  , , , 71     
65  , , , 71     
66  , , , 71     
67  , , , 71     
68  , , , 71     
69  , , , 71     
70  , , , 71     
71  , , , 71     
72  , , , 71     
73  , , , 71     
74  , , , 71     
75  , , , 71     
76  , , , 71     
77  , , , 71     
78  , , , 71     
79  , , , 71     
80  , , , 70     
81  , , , 70     
82  , , , 70     
83  , , , 70     
84  , , , 70     
85  , , , 70     
86  , , , 70     
87  , , , 70     
88  , , , 71     
89  , , , 71     
90  , , , 71     
91  , , , 71     
92  , , , 71     
93  , , , 71     
94  , , , 71     
95  , , , 71     
96  , , , 71     
97  , , , 71     
98  , , , 71     
99  , , , 71     
100 , , , 71     
101 , , , 71     
102 , , , 71     
103 , , , 71     
104 , , , 71     
105 , , , 71     
106 , , , 71     
107 , , , 71     
108 , , , 71     
109 , , , 71     
110 , , , 71     
111 , , , 71     
112 , , , 71     
113 , , , 71     
114 , , , 71     
115 , , , 71     
116 , , , 71     
117 , , , 71     
118 , , , 71     
119 , , , 71     
120 , , , 71     
121 , , , 71     
122 , , , 71     
123 , , , 71     
124 , , , 71     
125 , , , 71     
126 , , , 71     
127 , , , 71     
128 , , , 71     
129 , , , 71     
130 , , , 71     
131 , , , 71     
132 , , , 70     
133 , , , 70     
134 , , , 70     
135 , , , 70     
136 , , , 70     
137 , , , 70     
138 , , , 70     
139 , , , 70     
140 , , , 70     
141 , , , 70     
142 , , , 70     
143 , , , 70     
144 , , , 70     
145 , , , 70     
146 , , , 70     
147 , , , 70     
148 , , , 70     
149 , , , 70     
150 , , , 70     
151 , , , 70     
152 , , , 70     
153 , , , 70     
154 , , , 70     
155 , , , 70     
156 , , , 70     
157 , , , 70     
158 , , , 70     
159 , , , 70     
160 , , , 70     
161 , , , 70     
162 , , , 70     
163 , , , 70     
164 , , , 70     
165 , , , 70     
166 , , , 70     
167 , , , 70     
168 , , , 70     
169 , , , 70     
170 , , , 70     
171 , , , 70     
172 , , , 70     
173 , , , 70     
174 , , , 70     
175 , , , 70     
176 , , , 70     
177 , , , 70     
178 , , , 70     
179 , , , 70     
180 , , , 70     
181 , , , 70     
182 , , , 70     
183 , , , 70     
184 , , , 70     
185 , , , 70     
186 , , , 70     
187 , , , 70     
188 , , , 70     
189 , , , 70     
190 , , , 70     
191 , , , 70     
192 , , , 70     
193 , , , 70     
194 , , , 70     
195 , , , 70     
196 , , , 69     
197 , , , 69     
198 , , , 69     
199 , , , 69     
200 , , , 69     
201 , , , 69     
202 , , , 69     
203 , , , 69     
204 , , , 69     
205 , , , 69     
206 , , , 69     
207 , , , 69     
