0   , , , 68     
1   , , , 68     
2   , , , 68     
3   , , , 68     
4   , , , 68     
5   , , , 68     
6   , , , 68     
7   , , , 68     
8   , , , 68     
9   , , , 68     
10  , , , 68     
11  , , , 68     
12  , , , 68     
13  , , , 68     
14  , , , 68     
15  , , , 68     
16  , , , 68     
17  , , , 68     
18  , , , 68     
19  , , , 68     
20  , , , 68     
21  , , , 68     
22  , , , 68     
23  , , , 68     
24  , , , 68     
25  , , , 68     
26  , , , 68     
27  , , , 68     
28  , , , 68     
29  , , , 68     
30  , , , 68     
31  , , , 68     
32  , , , 68     
33  , , , 68     
34  , , , 68     
35  , , , 68     
36  , , , 68     
37  , , , 68     
38  , , , 68     
39  , , , 68     
40  , , , 68     
41  , , , 68     
42  , , , 68     
43  , , , 68     
44  , , , 68     
45  , , , 68     
46  , , , 68     
47  , , , 68     
48  , , , 68     
49  , , , 68     
50  , , , 68     
51  , , , 68     
52  , , , 68     
53  , , , 68     
54  , , , 68     
55  , , , 68     
56  , , , 68     
57  , , , 68     
58  , , , 68     
59  , , , 68     
60  , , , 68     
61  , , , 68     
62  , , , 68     
63  , , , 68     
64  , , , 68     
65  , , , 68     
66  , , , 68     
67  , , , 68     
68  , , , 68     
69  , , , 68     
70  , , , 68     
71  , , , 69     
72  , , , 69     
73  , , , 69     
74  , , , 69     
75  , , , 69     
76  , , , 69     
77  , , , 69     
78  , , , 69     
79  , , , 69     
80  , , , 69     
81  , , , 69     
82  , , , 69     
83  , , , 69     
84  , , , 69     
85  , , , 69     
86  , , , 69     
87  , , , 69     
88  , , , 69     
89  , , , 69     
90  , , , 69     
91  , , , 69     
92  , , , 69     
93  , , , 69     
94  , , , 69     
95  , , , 69     
96  , , , 69     
97  , , , 69     
98  , , , 69     
99  , , , 69     
100 , , , 69     
101 , , , 69     
102 , , , 69     
103 , , , 69     
104 , , , 69     
105 , , , 69     
106 , , , 69     
107 , , , 69     
108 , , , 69     
109 , , , 69     
110 , , , 69     
111 , , , 69     
112 , , , 69     
113 , , , 69     
114 , , , 69     
